3,J. CREW,BROKEN-IN SHORT-SLEEVE T-SHIRT,"THE BROKEN-IN TEE (INTRODUCED IN 2004) LOOKS AND FEELS LIKE THE WELL-WORN FAVORITE YOU HAD IN COLLEGE. GARMENT-DYED TWICE AND SPECIALLY WASHED FOR SOFTNESS AND LIVED-IN COLOR, THIS GO-TO TEE WILL FEEL LIKE AN OLD FRIEND RIGHT FROM THE FIRST WEAR. (PSA: DON''T LET ANYONE '"BORROW'" THIS ONE.)",36.50,1,,,{https://www.jcrewpromo.com/storage/products/AG008_WT0002.jpg},{https://www.jcrew.com/p/mens/categories/clothing/t-shirts/broken-in/broken-in-short-sleeve-t-shirt/AG008?display=all&fit=Classic&color_name=white&colorProductCode=AG008},,"{'"MACHINE WASH'"}",WHITE,"{Test,Test2}"
1,KIRKLAND,KIRKLAND SIGNATURE MEN’S CREW NECK TEE,,24.99,6,SPEND $100 AND SAVE $30 OR SPEND $200+ AND SAVE $70!,1542741,"{https://richmedia.ca-richimage.com/ImageDelivery/imageService?profileId=12026540&id=1698505&recipeId=729,https://richmedia.ca-richimage.com/ImageDelivery/imageService?profileId=12026540&id=1698684&recipeId=729,https://richmedia.ca-richimage.com/ImageDelivery/imageService?profileId=12026540&id=1698685&recipeId=729}",{https://www.costco.com/kirkland-signature-men%e2%80%99s-crew-neck-tee%2c-6-pack.product.100754787.html},"{'"100% COMBED HEAVYWEIGHT COTTON'",'"TAGLESS COMFORT'",'"REINFORCED SEAMS'"}","{'"MACHINE WASH COLD WITH LIKE COLORS'",'"USE ONLY NON-CHLORINE BLEACH WHEN NEEDED'",'"TUMBLE DRY MEDIUM'",'"REMOVE PROMPTLY'"}",WHITE,"{Comfort,Cotton}"
4,GILDAN,CREW NECK T-SHIRTS,"Gildan Cotton Crew Neck T-Shirts are anything but basic. Crafted with soft, breathable cotton and moisture wicking technology to keep you cool and comfortable no matter what''s on the agenda. Perfect for layering or lounging - you can thank us later.",18.99,6,,,"{https://m.media-amazon.com/images/I/61Q5js47DgL._AC_SX679_.jpg,https://m.media-amazon.com/images/I/51fyxJui7BL._AC_SX679_.jpg,https://m.media-amazon.com/images/I/51voDjUvH8L._AC_SX679_.jpg}",{https://www.amazon.com/Gildan-Mens-T-Shirt-White-Medium/dp/B077ZMKWVM/ref=sr_1_2?crid=PYT07JNYUJW&keywords=white%2Bt-shirt&qid=1702860208&sprefix=white%2Bt-shir%2Caps%2C207&sr=8-2&th=1&psc=1},"{SOFT,'"BREATHABLE COTTON'",'"MOISTURE WICKING TECHNOLOGY KEEPS YOU COOL AND DRY'",'"TAG-FREE TO PREVENT IRRITATION'",'"CLASSIC LENGTH FOR EASY TUCKING'",'"DURABLE STITCHING'",'"LAY-FLAT COLLAR'"}",,WHITE,
2,UNIQLO,U AIRISM COTTON OVERSIZED CREW NECK HALF-SLEEVE T-SHIRT,THE UNIQLO U COLLECTION IS THE REALIZATION OF A DEDICATED AND SKILLED TEAM OF INTERNATIONAL DESIGNERS BASED AT OUR PARIS RESEARCH AND DEVELOPMENT CENTER LED BY ARTISTIC DIRECTOR CHRISTOPHE LEMAIRE.,19.90,1,,461555,{https://s.yimg.com/lo/api/res/1.2/qzfzy4ZzgdEUcn7SMkBPsQ--/YXBwaWQ9ZWNfaG9yaXpvbnRhbDtoPTQwMDtzcz0xO3c9NDAw/https://d8.cnnx.io/image/obj/23243945627;sq=400;p=0;t=ooPwmM0WTWKQDABZQhYpdBQPoWRDjEBe-eR8o-dlYPJlmHch3QuNiULjKuEebZcVYEV3Wmz2DMTQ2RlQ88nN21ftzQ1ML1HUOAMaZ3ky4eY=.cf.jpg},{https://www.uniqlo.com/us/en/products/E455359-000/00?colorDisplayCode=23&sizeDisplayCode=003},"{'"NARROW CREW NECK DESIGN FOR A SLEEK STYLE.'",HALF,'"LENGTH SLEEVES.'",'"WIDE FIT WITH DROP SHOULDERS.'",'"THE DOUBLE'",'"FACED STRUCTURE OF THE FABRIC'",'"DROP SHOULDERS'",'"AND WIDE FIT MAKE FOR AN ELEGANT SILHOUETTE.'",'"UNISEX DESIGN.'",'"A VERSATILE WARDROBE ESSENTIAL.'",'"WE SUPPORT THE REDUCTION OF WASTE AND OF OIL CONSUMPTION. CLOTHING MADE USING RECYCLED POLYESTER DERIVED FROM PET BOTTLES IS PART OF THIS EFFORT.'",'"RATIOS OF RECYCLED POLYESTER VARY BY ITEM. PLEASE CHECK “MATERIALS” FOR DETAILS.'"}","{'"MACHINE WASH COLD'",'"DO NOT DRY CLEAN'"}",WHITE,"{Comfort,Cotton,Test}"
6,NBA,DALLAS MAVERICKS NIKE CITY EDITION 2023-24 KYRIE IRVING AUTHENTIC JERSEY,"THE DALLAS MAVERICKS COLLABORATED WITH GRAMMY AWARD WINNING RECORDING ARTIST AND FORT WORTH NATIVE, LEON BRIDGES, TO HONOR NORTH TEXAS’ HISTORICAL TIES TO RHYTHM & BLUES. CELEBRATE DFW''S MUSICAL HERITAGE LEGACY THE 2023-24 DALLAS MAVERICKS CITY EDITION COLLECTION: TRINITY RIVER BLUES.  FEATURING A DARK, MOODY COLOR PALETTE, LEON’S RHYTHMIC HANDWRITING, SATIN TRIMS, AND EMBOSSED GUITAR STRINGS THAT TIE US ALL TOGETHER, THE 2023-24 CITY EDITION KYRIE IRVING AUTHENTIC JERSEY IS A WARDROBE ESSENTIAL - A TRIBUTE TO DFW.",79.99,1,,,"{https://fanatics.frgimages.com/dallas-mavericks/mens-fanatics-branded-kyrie-irving-blue-dallas-mavericks-fast-break-replica-jersey-icon-edition_pi5348000_altimages_ff_5348184-cd933b095afa5a43c5b4alt1_full.jpg?_hv=2&w=900,https://fanatics.frgimages.com/dallas-mavericks/mens-fanatics-branded-kyrie-irving-blue-dallas-mavericks-fast-break-replica-jersey-icon-edition_pi5348000_altimages_ff_5348184-cd933b095afa5a43c5b4alt2_full.jpg?_hv=2&w=900}",{https://www.fanatics.com/nba/dallas-mavericks/kyrie-irving-dallas-mavericks-fanatics-branded-fast-break-replica-jersey-icon-edition-blue/o-5769+t-70366214+p-5047823757+z-8-2516702669?_ref=p-ALP:m-GRID:i-r0c0:po-0},,,LOGO,"{Comfort,Sports}"
7,BANANA REPUBLIC,PREMIUM WASH T-SHIRT,"BETTER CLOTHES FOR A BETTER PLANET: IN EFFORTS TO REDUCE PLASTIC POLLUTION, WE CONSCIOUSLY CRAFTED THIS T-SHIRT USING COTTON AND REPREVE® RECYCLED FIBERS MADE FROM 4 POST-CONSUMER PLASTIC BOTTLES.",15.00,1,,,"{https://bananarepublicfactory.gapfactory.com/webcontent/0028/438/043/cn28438043.jpg,https://bananarepublicfactory.gapfactory.com/webcontent/0028/581/272/cn28581272.jpg,https://bananarepublicfactory.gapfactory.com/webcontent/0054/209/823/cn54209823.jpg}",{https://bananarepublicfactory.gapfactory.com/browse/product.do?pid=5329670510003&locale=en_US&vid=1#pdp-page-content},,,NO LOGO,"{Comfort,Cotton}"
